observed-wave[AA],flux[10^-16 erg/s/cm^2/AA],noise[10^-16 erg/s/cm^2/AA]
3621.5959848601933,5.343813601403963,0.11300158000979742
3622.4299841669877,5.370776167686563,0.11133131467341807
3623.2641755313257,5.910651103299824,0.11192204007748377
3624.0985589974434,6.029887815238909,0.11054755117246552
3624.933134609571,6.616784103002283,0.10999935536386068
3625.7679024119648,6.219567894696957,0.10947944440545883
3626.6028624488754,6.415316142886879,0.10809334438703544
3627.4380147645793,6.542023914435413,0.10793602047344981
3628.273359403348,6.22974119434839,0.10660056448376354
3629.108896409478,6.165185189119074,0.10647618766055275
3629.9446258272606,6.719340875977651,0.10732257999465367
3630.780547701014,6.509088500533835,0.10796251694526625
3631.616662075049,6.948939850184252,0.1084310987747531
3632.4529689937044,6.769877862976864,0.1084136064767037
3633.2894685013125,6.0670546811648824,0.10762265387258536
3634.1261606422304,6.547862045397051,0.10774393439888813
3634.9630454608114,6.224895197479783,0.10676345817282165
3635.8001230014343,5.375284239649773,0.10572513102004248
3636.6373933084724,5.357177286679508,0.10570602829170471
3637.4748564263245,6.14840753817698,0.10585328924033922
3638.312512399384,6.075620753213299,0.10563025799150705
3639.1503612720708,5.084424141841009,0.10345019804610638
3639.9884030888024,6.2423776888987055,0.10513375610541847
3640.8266378940075,6.305053234496154,0.10391420660947046
3641.665065732136,6.266979222150986,0.1039319836244769
3642.503686647633,6.022562521626242,0.10369631806067517
3643.342500684969,6.0456899154436545,0.1035260217307335
3644.181507888609,6.004045861908527,0.10175238634413147
3645.0207083030436,5.767953255049724,0.09987291632614717
3645.8601019727603,6.529980202729348,0.10120946669663716
3646.699688942269,6.083206703345059,0.10099388257571308
3647.5394692560767,6.129011312412332,0.09961123475039407
3648.379442958715,6.083236208674498,0.09903890028227348
3649.2196100947112,6.802288052812219,0.10124875763671147
3650.059970708618,6.883757458208129,0.10573038938634317
3650.900524844982,6.678140252397862,0.10731297969475778
3651.741272548377,6.7590240968864235,0.10528404217172176
3652.5822138633707,6.970536871009973,0.10307075931639413
3653.423348834556,5.960640890197827,0.09913209170128127
3654.264677506522,5.956944644689793,0.09954532277483462
3655.1061999238823,6.544900153554045,0.10072651555822368
3655.9479161312506,5.581511679396499,0.09902348107956768
3656.789826173249,6.16734740324755,0.0987086642017032
3657.631930094523,6.7617657456081375,0.09747382006671809
3658.474227939712,6.203562804928516,0.09698816411721253
3659.3167197534817,6.1067521083168685,0.09731205634808332
3660.1594055804926,6.582626745686866,0.09816360027962603
3661.0022854654303,6.8112152852118015,0.0976483159717764
3661.845359452976,6.934780439850875,0.0964943225551915
3662.6886275878364,6.7677876776317145,0.09626291884834076
3663.532089914713,6.926445081550629,0.09632998748653827
3664.3757464783334,7.009296168797301,0.0962981792639917
3665.219597323419,7.517426934343532,0.0955789130512182
3666.0636424947174,7.526044085412287,0.09298522164904331
3666.9078820369723,7.174931466765702,0.0911587801643115
3667.7523159949515,6.896610539196991,0.08916133055724537
3668.5969444134184,7.0677946955431254,0.08838092137794318
3669.4417673371618,6.879398571146885,0.0871601440401178
3670.2867848109663,6.425580912036822,0.08604385782553359
3671.131996879641,5.623433239059524,0.08438004310771265
3671.977403587991,6.136912831710652,0.08482240428493522
3672.8230049808462,6.260519785108045,0.08474053036497056
3673.6688011030355,5.474762080784422,0.08479022237138249
3674.5147919993988,6.469618848193204,0.08453126340153128
3675.360977714797,6.341323266319523,0.08364261729152163
3676.2073582940866,6.634980591037311,0.08273274197340118
3677.053933782149,6.342370156396647,0.08169370302822937
3677.9007042238622,6.025137112219818,0.08094594732494001
3678.7476696641274,6.823196666501463,0.08151112827951447
3679.594830147843,6.1763926402665685,0.08046948239470457
3680.4421857199322,6.619848106824794,0.08007360126072208
3681.289736425313,6.504298036592082,0.07835053872361789
3682.1374823089295,5.833011260049534,0.07739957518963167
3682.9854234157206,7.136887256137562,0.0778101548365224
3683.8335597906507,6.371301200846211,0.07736588961464948
3684.6818914786804,6.368815542652738,0.0766652456703487
3685.5304185247937,6.140529380307999,0.07628811136850763
3686.379140973972,6.043999861832709,0.0762089778492547
3687.228058871221,5.434460654354189,0.0743979733620385
3688.077172261542,5.085631771976478,0.07380511702949731
3688.926481189961,5.672858937014826,0.07395194200529133
3689.775985701505,5.485618930717465,0.07455082632965777
3690.6256858412085,6.049598459689879,0.0751582566114385
3691.4755816541306,6.0945564191089945,0.07641663438240563
3692.325673185324,6.297149007394911,0.07647549961327783
3693.175960479867,6.280983122898034,0.07707070041201233
3694.0264435828335,6.402668428453217,0.07670621821995065
3694.877122539323,7.06734465956688,0.07721530993398422
